UENB:;Netzregelverbund
DATENTYP:;SRL
EINHEIT:;MW

DATUM;UHRZEIT VON;UHRZEIT BIS;BETR. NEG;BETR. POS;LETZTE AENDERUNG;ERSATZWERT;QUAL. NEG;QUAL. POS;LETZTE AENDERUNG
18.07.2017;01:00;01:15;6,246;165,498;18.07.2017 01:25:43;;10,484;171,156;-
18.07.2017;01:15;01:30;6,984;66,650;18.07.2017 01:40:43;;13,812;74,656;-
18.07.2017;01:30;01:45;16,857;90,326;18.07.2017 02:25:46;;20,812;95,348;-
18.07.2017;01:45;02:00;79,358;8,151;18.07.2017 02:25:46;;82,176;10,976;-
18.07.2017;02:00;02:15;125,251;3,939;18.07.2017 02:25:46;;123,980;5,156;-
18.07.2017;02:15;02:30;110,114;3,105;18.07.2017 02:40:42;;110,876;5,396;-
18.07.2017;02:30;02:45;105,134;3,977;18.07.2017 02:55:43;;107,048;7,892;-
18.07.2017;02:45;03:00;197,989;1,595;18.07.2017 03:10:44;;198,628;4,020;-
18.07.2017;03:00;03:15;43,260;27,393;18.07.2017 03:25:43;;43,596;30,260;-
18.07.2017;03:15;03:30;103,538;4,605;18.07.2017 03:40:44;;105,428;9,604;-
18.07.2017;03:30;03:45;57,734;5,346;18.07.2017 03:55:42;;59,152;9,100;-
18.07.2017;03:45;04:00;20,811;7,634;18.07.2017 04:10:44;;22,544;11,396;-
18.07.2017;04:00;04:15;8,282;103,307;18.07.2017 04:25:44;;11,240;109,420;-
18.07.2017;04:15;04:30;4,822;46,891;18.07.2017 04:55:41;;7,820;52,044;-
18.07.2017;04:30;04:45;17,596;13,211;18.07.2017 04:55:41;;19,752;18,140;-
18.07.2017;04:45;05:00;9,430;9,693;18.07.2017 05:10:43;;11,948;14,040;-
18.07.2017;05:00;05:15;37,059;7,421;18.07.2017 05:25:45;;39,692;12,896;-
18.07.2017;05:15;05:30;227,903;3,750;18.07.2017 05:40:44;;231,040;8,552;-
18.07.2017;05:30;05:45;177,260;24,953;18.07.2017 05:55:42;;175,996;27,016;-
18.07.2017;05:45;06:00;297,380;15,774;18.07.2017 06:25:43;;301,916;20,864;-
18.07.2017;06:00;06:15;267,290;5,209;18.07.2017 06:25:43;;269,828;9,124;-
18.07.2017;06:15;06:30;338,944;5,131;18.07.2017 06:40:43;;338,984;6,620;-
18.07.2017;06:30;06:45;225,363;3,735;18.07.2017 06:55:45;;223,460;4,872;-
18.07.2017;06:45;07:00;77,700;7,450;18.07.2017 07:10:45;;83,412;16,628;-
18.07.2017;07:00;07:15;364,346;3,018;18.07.2017 07:25:42;;364,380;5,708;-
18.07.2017;07:15;07:30;235,495;3,982;18.07.2017 07:40:43;;235,664;6,564;-
18.07.2017;07:30;07:45;117,149;5,684;18.07.2017 07:55:43;;117,752;8,692;-
18.07.2017;07:45;08:00;8,063;149,759;18.07.2017 08:10:42;;11,896;155,540;-
18.07.2017;08:00;08:15;5,044;163,000;18.07.2017 08:25:44;;11,772;171,260;-
18.07.2017;08:15;08:30;1,458;466,476;18.07.2017 08:40:42;;7,060;472,156;-
18.07.2017;08:30;08:45;11,526;169,651;18.07.2017 08:55:43;;15,660;175,172;-
18.07.2017;08:45;09:00;9,951;45,885;18.07.2017 09:10:42;;14,484;52,020;-
18.07.2017;09:00;09:15;38,114;35,494;18.07.2017 09:25:43;;43,900;40,240;-
18.07.2017;09:15;09:30;14,619;36,850;18.07.2017 09:40:42;;18,516;42,132;-
18.07.2017;09:30;09:45;64,582;18,288;18.07.2017 09:55:42;;69,340;24,972;-
18.07.2017;09:45;10:00;30,761;17,153;18.07.2017 10:10:43;;32,572;20,940;-
18.07.2017;10:00;10:15;15,797;28,700;18.07.2017 10:25:43;;18,532;33,476;-
18.07.2017;10:15;10:30;38,550;13,342;18.07.2017 10:40:43;;41,640;18,460;-
18.07.2017;10:30;10:45;32,045;29,459;18.07.2017 10:55:43;;34,392;33,604;-
18.07.2017;10:45;11:00;28,388;34,487;18.07.2017 11:25:42;;31,184;39,920;-
18.07.2017;11:00;11:15;98,785;4,279;18.07.2017 11:25:42;;100,388;7,236;-
18.07.2017;11:15;11:30;52,947;11,847;18.07.2017 11:55:42;;55,532;16,796;-
18.07.2017;11:30;11:45;16,701;42,872;18.07.2017 11:55:42;;19,820;47,588;-
18.07.2017;11:45;12:00;28,676;74,271;18.07.2017 12:10:43;;32,332;80,360;-
18.07.2017;12:00;12:15;23,956;13,791;18.07.2017 12:25:42;;27,608;20,080;-
18.07.2017;12:15;12:30;35,026;7,388;18.07.2017 13:21:43;;36,604;10,928;-
18.07.2017;12:30;12:45;4,519;74,788;18.07.2017 13:21:43;;7,692;80,228;-
18.07.2017;12:45;13:00;9,103;27,578;18.07.2017 13:36:43;;10,528;31,320;-
18.07.2017;13:00;13:15;15,408;18,883;18.07.2017 13:51:44;;18,804;24,176;-
18.07.2017;13:15;13:30;5,703;89,563;18.07.2017 14:06:43;;7,452;92,776;-
18.07.2017;13:30;13:45;14,147;11,903;18.07.2017 14:21:43;;15,916;15,224;-
18.07.2017;13:45;14:00;59,598;55,403;18.07.2017 14:36:44;;63,868;60,880;-
18.07.2017;14:00;14:15;66,798;109,996;18.07.2017 14:51:44;;69,620;115,972;-
18.07.2017;14:15;14:30;28,441;119,732;18.07.2017 15:06:45;;31,456;124,696;-
18.07.2017;14:30;14:45;41,847;30,360;18.07.2017 15:21:44;;45,200;36,592;-
18.07.2017;14:45;15:00;3,662;112,051;18.07.2017 16:41:49;;7,484;118,072;-
18.07.2017;15:00;15:15;3,715;189,171;18.07.2017 16:41:49;;5,948;194,032;-
18.07.2017;15:15;15:30;4,513;181,352;-;;6,228;184,992;-
18.07.2017;15:30;15:45;7,660;49,738;-;;9,828;53,984;-
18.07.2017;15:45;16:00;2,341;194,766;-;;5,288;199,700;-
18.07.2017;16:00;16:15;7,420;168,002;-;;11,888;176,036;-
18.07.2017;16:15;16:30;12,572;146,840;-;;17,572;152,816;-
18.07.2017;16:30;16:45;6,981;149,365;-;;9,944;154,340;-
18.07.2017;16:45;17:00;40,408;46,421;-;;43,328;50,624;-
18.07.2017;17:00;17:15;99,879;6,127;-;;102,760;10,916;-
18.07.2017;17:15;17:30;257,951;3,460;-;;256,856;4,636;-
18.07.2017;17:30;17:45;16,058;78,018;-;;16,808;80,604;-
18.07.2017;17:45;18:00;5,319;259,515;-;;9,080;265,628;-
18.07.2017;18:00;18:15;8,940;232,535;-;;13,572;239,068;-
18.07.2017;18:15;18:30;7,289;250,606;-;;12,220;258,244;-
18.07.2017;18:30;18:45;2,372;352,392;-;;7,340;359,676;-
18.07.2017;18:45;19:00;4,359;383,362;-;;12,492;389,368;-
18.07.2017;19:00;19:15;4,505;134,780;-;;9,580;142,844;-
18.07.2017;19:15;19:30;3,370;430,633;-;;7,520;437,264;-
18.07.2017;19:30;19:45;2,191;580,959;-;;7,144;587,704;-
18.07.2017;19:45;20:00;2,521;316,492;-;;7,068;322,244;-
18.07.2017;20:00;20:15;1,893;337,971;-;;7,956;345,144;-
18.07.2017;20:15;20:30;2,468;171,653;-;;9,188;179,844;-
18.07.2017;20:30;20:45;35,341;235,840;-;;39,884;241,304;-
18.07.2017;20:45;21:00;145,697;11,357;-;;149,772;16,780;-
18.07.2017;21:00;21:15;184,005;8,144;-;;186,168;11,684;-
18.07.2017;21:15;21:30;455,067;2,036;-;;454,332;2,600;-
18.07.2017;21:30;21:45;640,794;1,064;-;;641,156;3,372;-
18.07.2017;21:45;22:00;733,604;1,439;-;;734,540;3,200;-
18.07.2017;22:00;22:15;455,108;1,618;-;;454,560;2,840;-
18.07.2017;22:15;22:30;700,647;0,711;-;;700,476;1,612;-
18.07.2017;22:30;22:45;442,659;2,237;-;;442,020;3,584;-
18.07.2017;22:45;23:00;791,262;0,176;-;;790,848;0,912;-
18.07.2017;23:00;23:15;305,791;3,557;-;;305,828;5,160;-
18.07.2017;23:15;23:30;692,875;0,517;-;;691,772;1,684;-
18.07.2017;23:30;23:45;398,775;2,396;-;;403,080;6,744;-
18.07.2017;23:45;00:00;469,786;3,618;-;;468,760;4,244;-
19.07.2017;00:00;00:15;316,542;29,914;-;;318,008;34,184;-
19.07.2017;00:15;00:30;377,733;2,428;-;;377,396;3,728;-
19.07.2017;00:30;00:45;444,022;2,334;-;;443,412;3,760;-
19.07.2017;00:45;01:00;418,163;2,854;-;;418,516;4,628;-
19.07.2017;01:00;01:15;164,192;159,505;-;;166,944;165,788;-
19.07.2017;01:15;01:30;85,692;45,848;-;;92,268;53,376;-
19.07.2017;01:30;01:45;84,055;13,290;-;;86,484;17,712;-
19.07.2017;01:45;02:00;23,863;7,474;-;;26,340;11,784;-
19.07.2017;02:00;02:15;4,320;201,214;-;;9,260;209,064;-
19.07.2017;02:15;02:30;30,583;26,498;-;;34,212;31,608;-
19.07.2017;02:30;02:45;16,769;10,163;-;;20,164;15,316;-
19.07.2017;02:45;03:00;10,691;10,682;-;;14,800;16,172;-
19.07.2017;03:00;03:15;29,548;16,990;-;;32,628;21,768;-
19.07.2017;03:15;03:30;7,288;12,145;-;;9,844;16,864;-
19.07.2017;03:30;03:45;34,436;26,603;-;;38,772;32,476;-
19.07.2017;03:45;04:00;25,108;11,897;-;;28,996;17,480;-
19.07.2017;04:00;04:15;30,821;16,534;-;;32,144;20,068;-
19.07.2017;04:15;04:30;22,384;37,462;-;;26,312;43,524;-
19.07.2017;04:30;04:45;4,819;207,069;-;;11,204;216,264;-
19.07.2017;04:45;05:00;1,582;447,144;-;;4,908;452,384;-
19.07.2017;05:00;05:15;1,940;290,324;-;;5,748;296,712;-
19.07.2017;05:15;05:30;1,442;236,552;-;;7,604;243,968;-
19.07.2017;05:30;05:45;14,198;218,133;-;;18,752;225,436;-
19.07.2017;05:45;06:00;4,314;292,710;-;;7,940;298,020;-
19.07.2017;06:00;06:15;198,994;26,270;-;;201,708;29,112;-
19.07.2017;06:15;06:30;136,435;8,809;-;;139,868;11,688;-
19.07.2017;06:30;06:45;51,885;18,844;-;;54,740;23,396;-
19.07.2017;06:45;07:00;14,984;26,257;-;;20,052;31,308;-
19.07.2017;07:00;07:15;350,247;3,508;-;;352,040;5,072;-
19.07.2017;07:15;07:30;49,656;19,612;-;;53,456;23,612;-
19.07.2017;07:30;07:45;18,348;305,775;-;;22,064;312,064;-
19.07.2017;07:45;08:00;1,478;615,713;-;;5,808;621,828;-
19.07.2017;08:00;08:15;3,065;514,802;-;;8,340;520,964;-
19.07.2017;08:15;08:30;2,052;719,598;-;;9,524;726,912;-
19.07.2017;08:30;08:45;39,329;76,328;-;;44,828;82,608;-
19.07.2017;08:45;09:00;2,313;314,583;-;;7,152;320,460;-
19.07.2017;09:00;09:15;10,780;150,205;-;;15,720;154,116;-
19.07.2017;09:15;09:30;5,135;137,943;-;;10,740;144,112;-
19.07.2017;09:30;09:45;6,702;88,912;-;;12,960;95,244;-
19.07.2017;09:45;10:00;11,564;49,378;-;;17,316;54,260;-
19.07.2017;10:00;10:15;17,719;115,782;-;;24,236;120,876;-
19.07.2017;10:15;10:30;13,287;134,531;-;;18,296;139,616;-
19.07.2017;10:30;10:45;18,703;54,590;-;;23,492;59,600;-
19.07.2017;10:45;11:00;28,518;19,940;-;;33,236;25,004;-
19.07.2017;11:00;11:15;191,669;8,296;-;;195,336;11,808;-
19.07.2017;11:15;11:30;332,709;2,772;-;;337,164;7,380;-
19.07.2017;11:30;11:45;383,868;4,356;-;;388,240;9,572;-
19.07.2017;11:45;12:00;264,939;5,942;-;;266,716;10,940;-
19.07.2017;12:00;12:15;32,294;35,833;-;;39,904;45,256;-
19.07.2017;12:15;12:30;206,384;8,100;-;;211,816;14,720;-
19.07.2017;12:30;12:45;464,315;3,719;-;;472,092;11,236;-
19.07.2017;12:45;13:00;242,189;8,132;-;;243,808;12,772;-
19.07.2017;13:00;13:15;9,535;222,199;-;;12,348;226,168;-
19.07.2017;13:15;13:30;6,867;174,046;-;;10,420;178,404;-
19.07.2017;13:30;13:45;17,112;141,002;-;;20,904;145,800;-
19.07.2017;13:45;14:00;20,161;26,276;-;;28,556;35,216;-
19.07.2017;14:00;14:15;6,917;335,435;-;;16,400;346,704;-
19.07.2017;14:15;14:30;8,196;325,167;-;;13,880;331,324;-
19.07.2017;14:30;14:45;15,730;182,297;-;;24,148;191,920;-
19.07.2017;14:45;15:00;6,258;26,992;-;;11,708;33,908;-
19.07.2017;15:00;15:15;10,964;140,305;-;;16,128;147,264;-
19.07.2017;15:15;15:30;7,321;461,759;-;;17,432;473,064;-
19.07.2017;15:30;15:45;17,201;193,588;-;;22,988;200,392;-
19.07.2017;15:45;16:00;18,615;203,290;-;;23,968;210,088;-
19.07.2017;16:00;16:15;16,379;112,670;-;;21,564;118,688;-
19.07.2017;16:15;16:30;9,278;243,726;-;;15,276;251,172;-
19.07.2017;16:30;16:45;5,049;531,480;-;;13,564;542,048;-
19.07.2017;16:45;17:00;5,232;378,485;-;;11,588;385,380;-
19.07.2017;17:00;17:15;5,369;358,327;-;;13,748;368,464;-
19.07.2017;17:15;17:30;46,850;84,449;-;;52,208;89,368;-
19.07.2017;17:30;17:45;40,007;264,113;-;;46,460;273,240;-
19.07.2017;17:45;18:00;3,918;606,005;-;;11,620;611,908;-
19.07.2017;18:00;18:15;3,965;338,248;-;;11,004;345,068;-
19.07.2017;18:15;18:30;4,175;108,073;-;;11,128;115,008;-
19.07.2017;18:30;18:45;7,463;140,558;-;;14,144;148,192;-
19.07.2017;18:45;19:00;4,044;153,494;-;;10,772;159,576;-
19.07.2017;19:00;19:15;54,868;37,335;-;;61,232;43,516;-
19.07.2017;19:15;19:30;33,520;22,071;-;;40,672;30,068;-
19.07.2017;19:30;19:45;8,661;26,518;-;;13,680;32,256;-
19.07.2017;19:45;20:00;8,870;38,974;-;;12,144;43,660;-
19.07.2017;20:00;20:15;4,914;316,306;-;;10,744;323,764;-
19.07.2017;20:15;20:30;54,706;131,895;-;;61,676;139,364;-
19.07.2017;20:30;20:45;59,790;11,572;-;;68,980;22,224;-
19.07.2017;20:45;21:00;51,765;13,209;-;;55,868;18,000;-
19.07.2017;21:00;21:15;90,404;14,527;-;;96,180;20,740;-
19.07.2017;21:15;21:30;13,721;126,963;-;;19,072;134,524;-
19.07.2017;21:30;21:45;9,556;146,001;-;;15,344;153,388;-
19.07.2017;21:45;22:00;61,732;13,708;-;;64,256;18,396;-
19.07.2017;22:00;22:15;0,842;632,149;-;;5,240;638,492;-
19.07.2017;22:15;22:30;1,326;467,606;-;;7,988;475,456;-
19.07.2017;22:30;22:45;0,809;715,189;-;;6,624;723,564;-
19.07.2017;22:45;23:00;168,650;39,884;-;;175,000;47,436;-
19.07.2017;23:00;23:15;13,770;77,473;-;;20,868;85,784;-
19.07.2017;23:15;23:30;17,144;15,999;-;;22,232;21,764;-
19.07.2017;23:30;23:45;80,066;8,309;-;;83,492;12,928;-
19.07.2017;23:45;00:00;158,400;3,270;-;;160,644;5,952;-
20.07.2017;00:00;00:15;26,961;77,528;-;;38,632;90,760;-
20.07.2017;00:15;00:30;3,836;132,762;-;;8,516;138,332;-
20.07.2017;00:30;00:45;1,528;160,105;-;;6,096;165,896;-
20.07.2017;00:45;01:00;4,741;150,032;-;;12,000;158,232;-
20.07.2017;01:00;01:15;2,083;299,140;-;;8,680;306,428;-
20.07.2017;01:15;01:30;4,504;115,683;-;;9,460;121,324;-
20.07.2017;01:30;01:45;1,435;178,848;-;;6,564;185,568;-
20.07.2017;01:45;02:00;1,636;222,626;-;;6,908;228,892;-
20.07.2017;02:00;02:15;1,002;228,013;-;;6,144;234,688;-
20.07.2017;02:15;02:30;3,483;165,577;-;;7,844;169,896;-
20.07.2017;02:30;02:45;6,722;16,128;-;;11,784;21,408;-
20.07.2017;02:45;03:00;28,738;7,133;-;;33,536;12,552;-
20.07.2017;03:00;03:15;210,139;1,770;-;;215,704;8,740;-
20.07.2017;03:15;03:30;146,897;3,310;-;;149,180;6,436;-
20.07.2017;03:30;03:45;369,910;1,081;-;;373,932;4,328;-
20.07.2017;03:45;04:00;794,169;0,785;-;;798,700;3,272;-
20.07.2017;04:00;04:15;502,609;3,204;-;;504,080;6,548;-
20.07.2017;04:15;04:30;147,748;4,706;-;;149,124;6,596;-
20.07.2017;04:30;04:45;359,820;1,267;-;;361,108;3,644;-
20.07.2017;04:45;05:00;52,965;5,079;-;;55,120;8,632;-
20.07.2017;05:00;05:15;11,429;312,128;-;;16,360;318,792;-
20.07.2017;05:15;05:30;1,330;423,087;-;;8,068;430,624;-
20.07.2017;05:30;05:45;1,808;301,936;-;;8,088;309,888;-
20.07.2017;05:45;06:00;1,115;392,861;-;;5,376;397,432;-
20.07.2017;06:00;06:15;96,055;44,804;-;;101,032;50,672;-
20.07.2017;06:15;06:30;5,032;259,601;-;;10,796;267,188;-
20.07.2017;06:30;06:45;3,169;202,573;-;;10,736;210,716;-
20.07.2017;06:45;07:00;19,766;225,128;-;;25,488;231,936;-
20.07.2017;07:00;07:15;83,529;37,343;-;;90,396;44,136;-
20.07.2017;07:15;07:30;71,270;14,013;-;;77,512;19,980;-
20.07.2017;07:30;07:45;12,648;15,686;-;;17,140;20,280;-
20.07.2017;07:45;08:00;193,910;7,976;-;;198,440;11,940;-
20.07.2017;08:00;08:15;177,570;1,983;-;;181,712;4,968;-
20.07.2017;08:15;08:30;45,980;6,067;-;;51,048;11,196;-
20.07.2017;08:30;08:45;13,668;30,285;-;;19,088;35,868;-
20.07.2017;08:45;09:00;7,446;131,367;-;;12,252;136,952;-
20.07.2017;09:00;09:15;5,969;263,277;-;;10,008;267,192;-
20.07.2017;09:15;09:30;2,731;387,852;-;;7,808;394,520;-
20.07.2017;09:30;09:45;1,564;806,428;-;;5,416;812,696;-
20.07.2017;09:45;10:00;1,590;894,536;-;;6,080;900,352;-
20.07.2017;10:00;10:15;1,814;841,821;-;;5,904;849,168;-
20.07.2017;10:15;10:30;1,374;908,195;-;;5,264;915,012;-
20.07.2017;10:30;10:45;1,532;1.105,268;-;;5,740;1.110,828;-
20.07.2017;10:45;11:00;23,423;222,444;-;;28,252;226,664;-
20.07.2017;11:00;11:15;15,206;252,536;-;;19,372;257,604;-
20.07.2017;11:15;11:30;2,700;146,893;-;;9,016;152,708;-
20.07.2017;11:30;11:45;2,819;227,738;-;;8,392;232,716;-
20.07.2017;11:45;12:00;2,592;219,474;-;;6,820;224,212;-
20.07.2017;12:00;12:15;3,972;581,351;-;;10,108;587,828;-
20.07.2017;12:15;12:30;1,411;482,755;-;;6,552;489,344;-
20.07.2017;12:30;12:45;1,318;542,364;-;;6,020;548,568;-
20.07.2017;12:45;13:00;2,174;584,595;-;;8,060;590,064;-
20.07.2017;13:00;13:15;1,595;1.328,385;-;;9,164;1.335,744;-
20.07.2017;13:15;13:30;2,051;1.391,712;-;;7,704;1.399,604;-
20.07.2017;13:30;13:45;1,763;688,898;-;;6,264;693,408;-
20.07.2017;13:45;14:00;86,231;135,604;-;;91,624;140,400;-
20.07.2017;14:00;14:15;65,650;11,541;-;;76,892;24,228;-
20.07.2017;14:15;14:30;11,752;31,852;-;;16,892;37,300;-
20.07.2017;14:30;14:45;42,979;29,274;-;;49,132;34,276;-
20.07.2017;14:45;15:00;85,234;21,641;-;;87,840;25,224;-
20.07.2017;15:00;15:15;180,553;22,398;-;;187,280;28,448;-
20.07.2017;15:15;15:30;124,732;4,687;-;;128,372;9,032;-
20.07.2017;15:30;15:45;81,282;5,283;-;;83,912;8,804;-
20.07.2017;15:45;16:00;8,236;37,038;-;;12,724;42,896;-
20.07.2017;16:00;16:15;5,867;235,884;-;;12,148;243,532;-
20.07.2017;16:15;16:30;2,658;186,327;-;;7,020;192,220;-
20.07.2017;16:30;16:45;6,237;103,675;-;;10,716;109,176;-
20.07.2017;16:45;17:00;25,804;26,087;-;;28,348;29,676;-
20.07.2017;17:00;17:15;47,544;33,031;-;;51,556;37,372;-
20.07.2017;17:15;17:30;63,768;8,540;-;;68,492;13,596;-
20.07.2017;17:30;17:45;57,418;3,285;-;;59,412;6,476;-
20.07.2017;17:45;18:00;217,205;1,934;-;;218,532;3,564;-
20.07.2017;18:00;18:15;642,842;0,759;-;;642,248;1,172;-
20.07.2017;18:15;18:30;524,630;1,548;-;;525,560;2,224;-
20.07.2017;18:30;18:45;321,437;10,627;-;;319,824;11,392;-
20.07.2017;18:45;19:00;63,575;14,851;-;;64,632;16,684;-
20.07.2017;19:00;19:15;15,738;17,687;-;;20,180;22,760;-
20.07.2017;19:15;19:30;16,153;10,727;-;;21,196;16,460;-
20.07.2017;19:30;19:45;115,020;28,033;-;;119,476;33,856;-
20.07.2017;19:45;20:00;27,445;59,895;-;;31,476;64,160;-
20.07.2017;20:00;20:15;2,088;254,700;-;;6,696;259,524;-
20.07.2017;20:15;20:30;2,661;146,321;-;;10,664;156,116;-
20.07.2017;20:30;20:45;1,573;224,153;-;;7,484;231,720;-
20.07.2017;20:45;21:00;9,163;64,263;-;;13,860;69,592;-
20.07.2017;21:00;21:15;2,750;152,518;-;;11,368;162,480;-
20.07.2017;21:15;21:30;6,231;100,133;-;;11,048;105,908;-
20.07.2017;21:30;21:45;7,812;60,500;-;;11,692;65,152;-
20.07.2017;21:45;22:00;6,065;143,869;-;;11,476;150,484;-
20.07.2017;22:00;22:15;16,437;40,854;-;;23,956;48,924;-
20.07.2017;22:15;22:30;52,573;12,797;-;;57,032;18,100;-
20.07.2017;22:30;22:45;124,713;13,997;-;;128,984;18,024;-
20.07.2017;22:45;23:00;519,454;1,628;-;;518,032;2,132;-
20.07.2017;23:00;23:15;217,317;2,614;-;;217,032;3,756;-
20.07.2017;23:15;23:30;596,700;1,279;-;;596,752;1,992;-
20.07.2017;23:30;23:45;992,296;0,843;-;;993,548;1,336;-
20.07.2017;23:45;00:00;990,378;0,700;-;;993,868;1,148;-
21.07.2017;00:00;00:15;116,719;96,683;-;;123,244;105,152;-
21.07.2017;00:15;00:30;7,416;75,439;-;;14,332;82,524;-
21.07.2017;00:30;00:45;3,586;147,431;-;;8,452;152,876;-
21.07.2017;00:45;01:00;3,651;125,994;-;;8,740;132,596;-
21.07.2017;01:00;01:15;2,105;614,429;-;;8,128;621,240;-
21.07.2017;01:15;01:30;1,984;317,049;-;;7,628;323,768;-
21.07.2017;01:30;01:45;1,502;492,604;-;;6,284;498,552;-
21.07.2017;01:45;02:00;8,130;48,029;-;;13,704;55,340;-
21.07.2017;02:00;02:15;4,177;468,972;-;;9,820;476,276;-
21.07.2017;02:15;02:30;1,175;426,993;-;;5,680;432,028;-
21.07.2017;02:30;02:45;2,427;267,303;-;;6,416;272,432;-
21.07.2017;02:45;03:00;9,450;35,154;-;;14,488;40,988;-
21.07.2017;03:00;03:15;6,843;213,601;-;;11,560;221,256;-
21.07.2017;03:15;03:30;32,310;443,557;-;;37,852;449,616;-
21.07.2017;03:30;03:45;18,226;119,097;-;;23,332;125,972;-
21.07.2017;03:45;04:00;91,990;51,529;-;;97,796;58,112;-
21.07.2017;04:00;04:15;254,981;2,034;-;;255,936;4,560;-
21.07.2017;04:15;04:30;50,249;25,008;-;;53,820;29,192;-
21.07.2017;04:30;04:45;5,089;300,301;-;;9,728;307,944;-
21.07.2017;04:45;05:00;7,838;257,291;-;;12,452;262,608;-
21.07.2017;05:00;05:15;1,903;526,904;-;;5,108;532,776;-
21.07.2017;05:15;05:30;1,472;537,806;-;;5,000;542,572;-
21.07.2017;05:30;05:45;1,185;296,066;-;;4,568;301,552;-
21.07.2017;05:45;06:00;14,514;73,371;-;;20,556;79,660;-
21.07.2017;06:00;06:15;310,714;5,089;-;;310,520;6,260;-
21.07.2017;06:15;06:30;188,435;10,266;-;;188,968;11,776;-
21.07.2017;06:30;06:45;105,296;47,989;-;;109,228;53,456;-
21.07.2017;06:45;07:00;55,650;16,442;-;;58,524;20,112;-
21.07.2017;07:00;07:15;59,662;79,142;-;;64,400;86,072;-
21.07.2017;07:15;07:30;1,113;240,324;-;;3,776;245,332;-
21.07.2017;07:30;07:45;3,776;277,230;-;;7,040;281,568;-
21.07.2017;07:45;08:00;1,374;284,850;-;;5,932;291,788;-
21.07.2017;08:00;08:15;5,022;284,918;-;;11,008;291,272;-
21.07.2017;08:15;08:30;26,241;90,229;-;;28,820;93,720;-
21.07.2017;08:30;08:45;104,113;17,680;-;;109,620;22,272;-
21.07.2017;08:45;09:00;34,888;18,053;-;;37,336;21,916;-
21.07.2017;09:00;09:15;11,915;87,024;-;;15,772;90,132;-
21.07.2017;09:15;09:30;5,992;111,069;-;;9,560;116,576;-
21.07.2017;09:30;09:45;3,309;126,788;-;;8,232;132,756;-
21.07.2017;09:45;10:00;21,701;11,329;-;;26,764;16,172;-
21.07.2017;10:00;10:15;89,591;19,152;-;;95,556;25,868;-
21.07.2017;10:15;10:30;22,821;65,194;-;;27,536;70,688;-
21.07.2017;10:30;10:45;52,876;19,087;-;;61,108;28,664;-
21.07.2017;10:45;11:00;55,672;40,502;-;;59,200;44,956;-
21.07.2017;11:00;11:15;32,722;31,452;-;;36,016;35,548;-
21.07.2017;11:15;11:30;7,990;212,288;-;;16,368;221,800;-
21.07.2017;11:30;11:45;8,246;328,962;-;;12,832;334,044;-
21.07.2017;11:45;12:00;8,080;254,648;-;;12,272;260,896;-
21.07.2017;12:00;12:15;1,862;387,688;-;;6,628;393,768;-
21.07.2017;12:15;12:30;3,214;225,762;-;;9,164;233,244;-
21.07.2017;12:30;12:45;8,987;37,405;-;;12,268;40,848;-
21.07.2017;12:45;13:00;6,565;36,639;-;;12,068;42,688;-
21.07.2017;13:00;13:15;2,550;198,572;-;;7,084;203,436;-
21.07.2017;13:15;13:30;2,975;131,719;-;;8,060;137,840;-
21.07.2017;13:30;13:45;79,178;26,052;-;;85,268;32,876;-
21.07.2017;13:45;14:00;74,015;7,964;-;;82,524;17,632;-
21.07.2017;14:00;14:15;31,399;69,536;-;;34,960;73,880;-
21.07.2017;14:15;14:30;4,879;158,364;-;;9,328;164,664;-
21.07.2017;14:30;14:45;1,360;305,412;-;;6,796;311,908;-
21.07.2017;14:45;15:00;17,067;35,003;-;;22,320;41,536;-
21.07.2017;15:00;15:15;4,076;89,239;-;;8,540;95,420;-
21.07.2017;15:15;15:30;3,740;189,683;-;;7,480;194,328;-
21.07.2017;15:30;15:45;1,598;195,150;-;;7,380;202,296;-
21.07.2017;15:45;16:00;9,457;174,090;-;;15,008;180,100;-
21.07.2017;16:00;16:15;18,289;54,033;-;;21,212;57,808;-
21.07.2017;16:15;16:30;22,013;9,753;-;;24,668;13,884;-
21.07.2017;16:30;16:45;33,690;6,615;-;;37,144;10,940;-
21.07.2017;16:45;17:00;72,798;4,292;-;;75,924;7,500;-
21.07.2017;17:00;17:15;60,080;22,819;-;;63,104;27,340;-
21.07.2017;17:15;17:30;17,188;42,794;-;;20,920;47,624;-
21.07.2017;17:30;17:45;26,595;66,720;-;;30,380;71,928;-
21.07.2017;17:45;18:00;65,273;43,679;-;;69,324;48,432;-
21.07.2017;18:00;18:15;48,412;42,541;-;;52,552;48,448;-
21.07.2017;18:15;18:30;4,223;282,267;-;;9,668;289,392;-
21.07.2017;18:30;18:45;2,404;403,132;-;;8,192;410,416;-
21.07.2017;18:45;19:00;2,348;564,599;-;;9,676;573,200;-
21.07.2017;19:00;19:15;2,895;263,830;-;;9,864;271,620;-
21.07.2017;19:15;19:30;15,597;161,955;-;;22,272;169,472;-
21.07.2017;19:30;19:45;36,338;130,761;-;;42,204;138,560;-
21.07.2017;19:45;20:00;27,626;69,173;-;;32,568;75,252;-
21.07.2017;20:00;20:15;7,790;88,666;-;;14,160;97,292;-
21.07.2017;20:15;20:30;14,319;126,133;-;;20,104;133,252;-
21.07.2017;20:30;20:45;12,831;63,890;-;;17,956;70,108;-
